xc yc W eW
-0.09 0.31 0.162162 0.0291361
-0.09 0.33 0.151111 0.0278045
-0.09 0.35 0.144981 0.0248416
-0.09 0.37 0.156522 0.0280544
-0.09 0.39 0.124542 0.0226498
-0.09 0.41 0.151394 0.026353
-0.09 0.43 0.152838 0.0277385
-0.09 0.45 0.138211 0.0252881
-0.09 0.47 0.130802 0.0249819
-0.09 0.49 0.12093 0.0251095
-0.09 0.51 0.0901639 0.0200709
-0.09 0.53 0.136564 0.0261488
-0.09 0.55 0.12549 0.0235345
-0.09 0.57 0.144628 0.0261548
-0.09 0.59 0.133333 0.0250924
-0.09 0.61 0.161572 0.0286278
-0.09 0.63 0.0697674 0.0170083
-0.09 0.65 0.104603 0.0219875
-0.09 0.67 0.177273 0.0307998
-0.09 0.69 0.118721 0.0246265
-0.09 0.71 0.0958904 0.0219053
-0.09 0.73 0.12605 0.024421
-0.09 0.75 0.0966387 0.0211018
-0.09 0.77 0.104603 0.0219875
-0.09 0.79 0.147287 0.0255922
-0.09 0.81 0.0956522 0.0213462
-0.09 0.83 0.115942 0.0250009
-0.09 0.85 0.120833 0.0237552
-0.09 0.87 0.10917 0.022995
-0.09 0.89 0.116667 0.0232986
-0.09 0.91 0.155556 0.0282649
-0.09 0.93 0.107438 0.0221733
-0.09 0.95 0.133891 0.0252036
-0.09 0.97 0.124498 0.0237116
-0.09 0.99 0.116592 0.0241618
-0.09 1.01 0.0818966 0.0195426
-0.09 1.03 0.115702 0.0230961
-0.09 1.05 0.125 0.02462
-0.09 1.07 0.0954545 0.0218014
-0.09 1.09 0.109091 0.0234513
-0.09 1.11 0.11157 0.0226378
-0.07 -0.97 0.121569 0.0231235
-0.07 -0.95 0.17037 0.0271755
-0.07 -0.93 0.152727 0.025302
-0.07 -0.91 0.148305 0.0268628
-0.07 -0.89 0.124514 0.0233413
-0.07 -0.87 0.101449 0.0201211
-0.07 -0.85 0.16092 0.0267538
-0.07 -0.83 0.128676 0.0231073
-0.07 -0.81 0.109023 0.02132
-0.07 -0.79 0.148289 0.025445
-0.07 -0.77 0.123967 0.0239951
-0.07 -0.75 0.157205 0.0281852
-0.07 -0.73 0.120482 0.0232843
-0.07 -0.71 0.125506 0.0239143
-0.07 -0.69 0.102941 0.0204308
-0.07 -0.67 0.101504 0.0205019
-0.07 -0.65 0.173228 0.0282868
-0.07 -0.63 0.113043 0.0233892
-0.07 -0.61 0.164502 0.0287972
-0.07 -0.59 0.15444 0.0262371
-0.07 -0.57 0.114815 0.021773
-0.07 -0.55 0.146067 0.0250395
-0.07 -0.53 0.208333 0.0323867
-0.07 -0.51 0.150579 0.0258637
-0.07 -0.49 0.123016 0.0234139
-0.07 -0.47 0.131579 0.0236589
-0.07 -0.45 0.104651 0.0211678
-0.07 -0.43 0.136752 0.0257746
-0.07 -0.41 0.131387 0.023292
-0.07 -0.39 0.112403 0.0220146
-0.07 -0.37 0.148148 0.0264572
-0.07 -0.35 0.0856164 0.0178413
-0.07 -0.33 0.153153 0.0282053
-0.07 -0.31 0.199134 0.0321515
-0.07 -0.29 0.156934 0.0257417
-0.07 -0.27 0.137795 0.0248446
-0.07 -0.25 0.132479 0.025321
-0.07 -0.23 0.146667 0.0273397
-0.07 -0.21 0.0938628 0.0192526
-0.07 -0.19 0.124542 0.0226498
-0.07 -0.17 0.129707 0.0247609
-0.07 -0.15 0.175097 0.028295
-0.07 -0.13 0.139194 0.0241006
-0.07 -0.11 0.117188 0.0226143
-0.07 -0.09 0.101399 0.0197608
-0.07 -0.07 0.125475 0.0231723
-0.07 -0.05 0.162602 0.0277211
-0.07 -0.03 0.15102 0.0266364
-0.07 -0.01 0.142857 0.0251071
-0.07 0.01 0.0922509 0.0192824
-0.07 0.03 0.0988593 0.0203237
-0.07 0.05 0.149606 0.0260215
-0.07 0.07 0.0785124 0.0187057
-0.07 0.09 0.114815 0.021773
-0.07 0.11 0.156118 0.0275965
-0.07 0.13 0.168675 0.0281366
-0.07 0.15 0.116592 0.0241618
-0.07 0.17 0.2 0.0312984
-0.07 0.19 0.138776 0.0253976
-0.07 0.21 0.136 0.0248593
-0.07 0.23 0.138075 0.0256416
-0.07 0.25 0.142857 0.0269975
-0.07 0.27 0.128906 0.0238422
-0.07 0.29 0.0912409 0.0190625
-0.07 0.31 0.132231 0.0248729
-0.07 0.33 0.105839 0.0206678
-0.07 0.35 0.109375 0.021771
-0.07 0.37 0.102662 0.0207466
-0.07 0.39 0.109312 0.022157
-0.07 0.41 0.118959 0.0222449
-0.07 0.43 0.12782 0.0232797
-0.07 0.45 0.122951 0.0237876
-0.07 0.47 0.105839 0.0206678
-0.07 0.49 0.127341 0.0231876
-0.07 0.51 0.100775 0.0207356
-0.07 0.53 0.135965 0.0260273
-0.07 0.55 0.0973783 0.0200057
-0.07 0.57 0.134694 0.0249764
-0.07 0.59 0.125 0.0234375
-0.07 0.61 0.10177 0.0222741
-0.07 0.63 0.150794 0.0262416
-0.07 0.65 0.118852 0.0233451
-0.07 0.67 0.164384 0.0295635
-0.07 0.69 0.174888 0.0303547
-0.07 0.71 0.137339 0.0258919
-0.07 0.73 0.138211 0.0252881
-0.07 0.75 0.14876 0.0265736
-0.07 0.77 0.124 0.0236115
-0.07 0.79 0.1341 0.024139
-0.07 0.81 0.134529 0.0261616
-0.07 0.83 0.173333 0.030065
-0.07 0.85 0.105263 0.0217031
-0.07 0.87 0.119048 0.0229924
-0.07 0.89 0.143519 0.0275644
-0.07 0.91 0.106719 0.0216063
-0.07 0.93 0.110553 0.0248386
-0.07 0.95 0.146444 0.0265041
-0.07 0.97 0.116105 0.0220304
-0.07 0.99 0.115556 0.0239359
-0.07 1.01 0.130252 0.0248709
-0.07 1.03 0.154812 0.0273501
-0.07 1.05 0.118182 0.0245087
-0.07 1.07 0.0996169 0.0204865
-0.07 1.09 0.127572 0.0243303
-0.07 1.11 0.11157 0.0226378
-0.05 -0.97 0.130802 0.0249819
-0.05 -0.95 0.110701 0.0213005
-0.05 -0.93 0.142857 0.0251071
-0.05 -0.91 0.110672 0.022042
-0.05 -0.89 0.137931 0.0260103
-0.05 -0.87 0.1341 0.024139
-0.05 -0.85 0.12 0.0231862
-0.05 -0.83 0.161943 0.027601
-0.05 -0.81 0.12253 0.0233163
-0.05 -0.79 0.111511 0.0211151
-0.05 -0.77 0.12605 0.024421
-0.05 -0.75 0.142292 0.0253466
-0.05 -0.73 0.17551 0.0290189
-0.05 -0.71 0.133065 0.0246566
-0.05 -0.69 0.148289 0.025445
-0.05 -0.67 0.102128 0.0218854
-0.05 -0.65 0.113793 0.0209055
-0.05 -0.63 0.133891 0.0252036
-0.05 -0.61 0.152542 0.027294
-0.05 -0.59 0.11985 0.0224204
-0.05 -0.57 0.166667 0.0288264
-0.05 -0.55 0.149194 0.0262933
-0.05 -0.53 0.111554 0.0222265
-0.05 -0.51 0.147826 0.0271612
-0.05 -0.49 0.138655 0.0257559
-0.05 -0.47 0.120755 0.0225987
-0.05 -0.45 0.108333 0.0223671
-0.05 -0.43 0.152672 0.0259168
-0.05 -0.41 0.126829 0.0264035
-0.05 -0.39 0.161157 0.0278075
-0.05 -0.37 0.133588 0.0240414
-0.05 -0.35 0.185606 0.0288712
-0.05 -0.33 0.133779 0.0225228
-0.05 -0.31 0.119403 0.0223323
-0.05 -0.29 0.0901961 0.019637
-0.05 -0.27 0.107807 0.0210707
-0.05 -0.25 0.0991736 0.0212238
-0.05 -0.23 0.111111 0.0213833
-0.05 -0.21 0.122807 0.0245922
-0.05 -0.19 0.112782 0.0217212
-0.05 -0.17 0.116667 0.0232986
-0.05 -0.15 0.177165 0.0286544
-0.05 -0.13 0.175097 0.028295
-0.05 -0.11 0.122137 0.0228716
-0.05 -0.09 0.112903 0.022509
-0.05 -0.07 0.136364 0.0253046
-0.05 -0.05 0.131148 0.0246573
-0.05 -0.03 0.112782 0.0217212
-0.05 -0.01 0.116183 0.0231969
-0.05 0.01 0.10219 0.0202748
-0.05 0.03 0.142276 0.025703
-0.05 0.05 0.149606 0.0260215
-0.05 0.07 0.125899 0.0225808
-0.05 0.09 0.119048 0.0229924
-0.05 0.11 0.144105 0.0268321
-0.05 0.13 0.123552 0.0231511
-0.05 0.15 0.122605 0.022964
-0.05 0.17 0.168776 0.0288501
-0.05 0.19 0.13308 0.0239447
-0.05 0.21 0.130802 0.0249819
-0.05 0.23 0.127413 0.0235504
-0.05 0.25 0.143411 0.0252105
-0.05 0.27 0.123967 0.0239951
-0.05 0.29 0.10453 0.0200571
-0.05 0.31 0.121569 0.0231235
-0.05 0.33 0.102767 0.0211645
-0.05 0.35 0.133333 0.0259153
-0.05 0.37 0.139738 0.0263719
-0.05 0.39 0.103846 0.0209973
-0.05 0.41 0.0956175 0.0204297
-0.05 0.43 0.124498 0.0237116
-0.05 0.45 0.121094 0.0230283
-0.05 0.47 0.0958333 0.0209182
-0.05 0.49 0.144531 0.02542
-0.05 0.51 0.115702 0.0230961
-0.05 0.53 0.107143 0.0216962
-0.05 0.55 0.150794 0.0262416
-0.05 0.57 0.1 0.0205688
-0.05 0.59 0.110266 0.0215753
-0.05 0.61 0.129032 0.0242369
-0.05 0.63 0.11336 0.0226048
-0.05 0.65 0.138075 0.0256416
-0.05 0.67 0.144531 0.02542
-0.05 0.69 0.146341 0.026114
-0.05 0.71 0.134199 0.0256693
-0.05 0.73 0.130952 0.0242426
-0.05 0.75 0.115079 0.0225658
-0.05 0.77 0.0974576 0.0212885
-0.05 0.79 0.135246 0.0250849
-0.05 0.81 0.112554 0.0232828
-0.05 0.83 0.114407 0.023243
-0.05 0.85 0.162896 0.0292772
-0.05 0.87 0.108527 0.021594
-0.05 0.89 0.125 0.02462
-0.05 0.91 0.116364 0.0217343
-0.05 0.93 0.0658436 0.0169942
-0.05 0.95 0.113924 0.0231399
-0.05 0.97 0.134783 0.0257875
-0.05 0.99 0.129921 0.0240407
-0.05 1.01 0.107143 0.0246011
-0.05 1.03 0.112676 0.0242611
-0.05 1.05 0.103175 0.0212524
-0.05 1.07 0.124464 0.0245084
-0.05 1.09 0.119048 0.0251869
-0.05 1.11 0.135458 0.0247543
-0.03 -0.97 0.110656 0.022443
-0.03 -0.95 0.118705 0.021856
-0.03 -0.93 0.162791 0.0270867
-0.03 -0.91 0.1375 0.0255283
-0.03 -0.89 0.146444 0.0265041
-0.03 -0.87 0.118577 0.0228967
-0.03 -0.85 0.176471 0.0295351
-0.03 -0.83 0.114625 0.0224721
-0.03 -0.81 0.139831 0.0259875
-0.03 -0.79 0.108527 0.021594
-0.03 -0.77 0.102041 0.0214241
-0.03 -0.75 0.147059 0.0249031
-0.03 -0.73 0.158996 0.0277674
-0.03 -0.71 0.149606 0.0260215
-0.03 -0.69 0.144068 0.0264273
-0.03 -0.67 0.0956175 0.0204297
-0.03 -0.65 0.12 0.0221072
-0.03 -0.63 0.109312 0.022157
-0.03 -0.61 0.117424 0.0222939
-0.03 -0.59 0.160494 0.0276852
-0.03 -0.57 0.145907 0.0243927
-0.03 -0.55 0.147727 0.0253424
-0.03 -0.53 0.0798319 0.0190317
-0.03 -0.51 0.157025 0.0273998
-0.03 -0.49 0.127907 0.0236469
-0.03 -0.47 0.136882 0.024325
-0.03 -0.45 0.152985 0.0256548
-0.03 -0.43 0.196787 0.0307544
-0.03 -0.41 0.123932 0.0243979
-0.03 -0.39 0.130081 0.0244453
-0.03 -0.37 0.139623 0.0245039
-0.03 -0.35 0.201717 0.0322548
-0.03 -0.33 0.160305 0.0266446
-0.03 -0.31 0.161417 0.0271677
-0.03 -0.29 0.137097 0.0250719
-0.03 -0.27 0.109804 0.0218606
-0.03 -0.25 0.156522 0.0280544
-0.03 -0.23 0.12253 0.0233163
-0.03 -0.21 0.122549 0.0259682
-0.03 -0.19 0.111538 0.0218367
-0.03 -0.17 0.134454 0.0253158
-0.03 -0.15 0.176 0.0287733
-0.03 -0.13 0.127119 0.0246396
-0.03 -0.11 0.100386 0.0206519
-0.03 -0.09 0.157258 0.0270892
-0.03 -0.07 0.157895 0.0272063
-0.03 -0.05 0.114943 0.0221588
-0.03 -0.03 0.159363 0.027131
-0.03 -0.01 0.14902 0.0259129
-0.03 0.01 0.171756 0.0277156
-0.03 0.03 0.15748 0.0267888
-0.03 0.05 0.12253 0.0233163
-0.03 0.07 0.11588 0.0235578
-0.03 0.09 0.121094 0.0230283
-0.03 0.11 0.125954 0.0232657
-0.03 0.13 0.0944882 0.020178
-0.03 0.15 0.146067 0.0250395
-0.03 0.17 0.120755 0.0225987
-0.03 0.19 0.143443 0.0259269
-0.03 0.21 0.127907 0.0236469
-0.03 0.23 0.144578 0.0257795
-0.03 0.25 0.165354 0.0275436
-0.03 0.27 0.100386 0.0206519
-0.03 0.29 0.125 0.02462
-0.03 0.31 0.114625 0.0224721
-0.03 0.33 0.0916031 0.019536
-0.03 0.35 0.132479 0.025321
-0.03 0.37 0.115538 0.0226604
-0.03 0.39 0.171548 0.0289984
-0.03 0.41 0.113445 0.0230377
-0.03 0.43 0.0790514 0.0183618
-0.03 0.45 0.134694 0.0249764
-0.03 0.47 0.0952381 0.0203451
-0.03 0.49 0.0996016 0.0208888
-0.03 0.51 0.0544218 0.0139708
-0.03 0.53 0.10084 0.0215969
-0.03 0.55 0.107759 0.0226832
-0.03 0.57 0.129555 0.0243406
-0.03 0.59 0.152466 0.0280704
-0.03 0.61 0.13964 0.0267739
-0.03 0.63 0.105042 0.0220842
-0.03 0.65 0.129032 0.0242369
-0.03 0.67 0.146444 0.0265041
-0.03 0.69 0.111111 0.02254
-0.03 0.71 0.149606 0.0260215
-0.03 0.73 0.152 0.0264654
-0.03 0.75 0.1125 0.022836
-0.03 0.77 0.12844 0.0257847
-0.03 0.79 0.113971 0.0216047
-0.03 0.81 0.129464 0.0255498
-0.03 0.83 0.115079 0.0225658
-0.03 0.85 0.181435 0.030074
-0.03 0.87 0.155251 0.0286176
-0.03 0.89 0.139738 0.0263719
-0.03 0.91 0.123348 0.0247064
-0.03 0.93 0.192825 0.0321157
-0.03 0.95 0.122363 0.0240723
-0.03 0.97 0.129167 0.0246518
-0.03 0.99 0.134259 0.0265523
-0.03 1.01 0.125 0.0255155
-0.03 1.03 0.0889831 0.0202632
-0.03 1.05 0.175439 0.0300743
-0.03 1.07 0.148148 0.0280621
-0.03 1.09 0.105263 0.0217031
-0.03 1.11 0.145161 0.0258901
-0.01 -0.97 0.114504 0.0220699
-0.01 -0.95 0.0884615 0.0192441
-0.01 -0.93 0.130435 0.0241412
-0.01 -0.91 0.130952 0.0242426
-0.01 -0.89 0.129707 0.0247609
-0.01 -0.87 0.120996 0.0219703
-0.01 -0.85 0.132231 0.0248729
-0.01 -0.83 0.092 0.0200463
-0.01 -0.81 0.150579 0.0258637
-0.01 -0.79 0.151292 0.0253522
-0.01 -0.77 0.123457 0.0238909
-0.01 -0.75 0.103571 0.0202042
-0.01 -0.73 0.157258 0.0270892
-0.01 -0.71 0.123506 0.0235123
-0.01 -0.69 0.117409 0.0230467
-0.01 -0.67 0.100402 0.0210643
-0.01 -0.65 0.0743494 0.017232
-0.01 -0.63 0.134146 0.0248689
-0.01 -0.61 0.138462 0.0246228
-0.01 -0.59 0.160305 0.0266446
-0.01 -0.57 0.158103 0.0269019
-0.01 -0.55 0.126437 0.0233598
-0.01 -0.53 0.116541 0.0221175
-0.01 -0.51 0.131274 0.0239455
-0.01 -0.49 0.157692 0.0264981
-0.01 -0.47 0.120301 0.0225092
-0.01 -0.45 0.166667 0.0284638
-0.01 -0.43 0.120155 0.0228402
-0.01 -0.41 0.16895 0.03003
-0.01 -0.39 0.128788 0.0234661
-0.01 -0.37 0.172932 0.0276143
-0.01 -0.35 0.0823529 0.0186962
-0.01 -0.33 0.124567 0.0220164
-0.01 -0.31 0.108527 0.021594
-0.01 -0.29 0.140625 0.0250313
-0.01 -0.27 0.151515 0.0257076
-0.01 -0.25 0.0957854 0.0200536
-0.01 -0.23 0.153846 0.0261295
-0.01 -0.21 0.113821 0.0227013
-0.01 -0.19 0.142857 0.0261914
-0.01 -0.17 0.104651 0.0211678
-0.01 -0.15 0.091954 0.0196141
-0.01 -0.13 0.215094 0.0314048
-0.01 -0.11 0.124528 0.0229877
-0.01 -0.09 0.190661 0.0297207
-0.01 -0.07 0.108108 0.0215065
-0.01 -0.05 0.0843882 0.0196498
-0.01 -0.03 0.102564 0.0203525
-0.01 -0.01 0.121212 0.022689
-0.01 0.01 0.157895 0.0272063
-0.01 0.03 0.168724 0.0284867
-0.01 0.05 0.14966 0.0241915
-0.01 0.07 0.144444 0.0247438
-0.01 0.09 0.140625 0.0250313
-0.01 0.11 0.119863 0.0214404
-0.01 0.13 0.0984252 0.0206311
-0.01 0.15 0.133891 0.0252036
-0.01 0.17 0.101167 0.02082
-0.01 0.19 0.120438 0.0221922
-0.01 0.21 0.138889 0.0250538
-0.01 0.23 0.139442 0.0251598
-0.01 0.25 0.16129 0.0293795
-0.01 0.27 0.139706 0.0241946
-0.01 0.29 0.15261 0.0265787
-0.01 0.31 0.118852 0.0233451
-0.01 0.33 0.136187 0.0245372
-0.01 0.35 0.0920502 0.0205085
-0.01 0.37 0.116592 0.0241618
-0.01 0.39 0.110236 0.0219509
-0.01 0.41 0.131783 0.0240437
-0.01 0.43 0.116541 0.0221175
-0.01 0.45 0.108333 0.0223671
-0.01 0.47 0.108787 0.0224653
-0.01 0.49 0.130268 0.0237514
-0.01 0.51 0.124031 0.0232458
-0.01 0.53 0.119403 0.0223323
-0.01 0.55 0.161417 0.0271677
-0.01 0.57 0.0958333 0.0209182
-0.01 0.59 0.0972763 0.0203796
-0.01 0.61 0.143541 0.0280246
-0.01 0.63 0.146939 0.0262274
-0.01 0.65 0.134199 0.0256693
-0.01 0.67 0.121528 0.0217544
-0.01 0.69 0.11284 0.0221046
-0.01 0.71 0.1375 0.0255283
-0.01 0.73 0.117409 0.0230467
-0.01 0.75 0.110638 0.0228668
-0.01 0.77 0.104839 0.0216115
-0.01 0.79 0.1 0.0214087
-0.01 0.81 0.130435 0.0253195
-0.01 0.83 0.139344 0.025508
-0.01 0.85 0.117904 0.023991
-0.01 0.87 0.11157 0.0226378
-0.01 0.89 0.125954 0.0232657
-0.01 0.91 0.124481 0.0241001
-0.01 0.93 0.134199 0.0256693
-0.01 0.95 0.117188 0.0226143
-0.01 0.97 0.0843373 0.0191643
-0.01 0.99 0.141176 0.0251355
-0.01 1.01 0.083682 0.0194791
-0.01 1.03 0.104247 0.0210822
-0.01 1.05 0.109312 0.022157
-0.01 1.07 0.114754 0.022897
-0.01 1.09 0.077821 0.0180657
-0.01 1.11 0.131222 0.0259168
0.01 -0.97 0.164122 0.0270043
0.01 -0.95 0.138408 0.0233497
0.01 -0.93 0.119691 0.0227473
0.01 -0.91 0.078125 0.0181388
0.01 -0.89 0.172549 0.0281677
0.01 -0.87 0.1125 0.022836
0.01 -0.85 0.120996 0.0219703
0.01 -0.83 0.169565 0.0293641
0.01 -0.81 0.152893 0.0269886
0.01 -0.79 0.0938776 0.020473
0.01 -0.77 0.104895 0.0201305
0.01 -0.75 0.113821 0.0227013
0.01 -0.73 0.134454 0.0253158
0.01 -0.71 0.123932 0.0243979
0.01 -0.69 0.149425 0.0256526
0.01 -0.67 0.121864 0.0221363
0.01 -0.65 0.141176 0.0251355
0.01 -0.63 0.131474 0.0243448
0.01 -0.61 0.123967 0.0239951
0.01 -0.59 0.160494 0.0276852
0.01 -0.57 0.137037 0.0240228
0.01 -0.55 0.14902 0.0259129
0.01 -0.53 0.113821 0.0227013
0.01 -0.51 0.118577 0.0228967
0.01 -0.49 0.142857 0.0254535
0.01 -0.47 0.10566 0.0209964
0.01 -0.45 0.0942623 0.0205606
0.01 -0.43 0.145669 0.0256328
0.01 -0.41 0.120755 0.0225987
0.01 -0.39 0.09375 0.0200136
0.01 -0.37 0.133588 0.0240414
0.01 -0.35 0.18254 0.0292675
0.01 -0.33 0.102564 0.0203525
0.01 -0.31 0.128302 0.0233726
0.01 -0.29 0.0874525 0.0190157
0.01 -0.27 0.138182 0.0239147
0.01 -0.25 0.120567 0.0218882
0.01 -0.23 0.139286 0.0238062
0.01 -0.21 0.126984 0.0238305
0.01 -0.19 0.140351 0.0264947
0.01 -0.17 0.146939 0.0262274
0.01 -0.15 0.122881 0.0241799
0.01 -0.13 0.153257 0.0260227
0.01 -0.11 0.146444 0.0265041
0.01 -0.09 0.165179 0.0293122
0.01 -0.07 0.11336 0.0226048
0.01 -0.05 0.104 0.0214304
0.01 -0.03 0.136364 0.0253046
0.01 -0.01 0.15 0.0268095
0.01 0.01 0.111111 0.0221339
0.01 0.03 0.13834 0.0249488
0.01 0.05 0.108527 0.021594
0.01 0.07 0.149635 0.0250566
0.01 0.09 0.156489 0.0262822
0.01 0.11 0.156379 0.0272794
0.01 0.13 0.153527 0.027108
0.01 0.15 0.0883392 0.0184317
0.01 0.17 0.139535 0.0248253
0.01 0.19 0.10757 0.0217868
0.01 0.21 0.0955882 0.0196219
0.01 0.23 0.152542 0.027294
0.01 0.25 0.163866 0.0283078
0.01 0.27 0.108527 0.021594
0.01 0.29 0.164502 0.0287972
0.01 0.31 0.122222 0.0225389
0.01 0.33 0.126016 0.024017
0.01 0.35 0.108949 0.0216821
0.01 0.37 0.115385 0.0222484
0.01 0.39 0.128205 0.0248622
0.01 0.41 0.141079 0.0258452
0.01 0.43 0.150407 0.0265211
0.01 0.45 0.131474 0.0243448
0.01 0.47 0.113445 0.0230377
0.01 0.49 0.130435 0.0241412
0.01 0.51 0.118774 0.0225638
0.01 0.53 0.202703 0.0331385
0.01 0.55 0.0948617 0.0202612
0.01 0.57 0.14876 0.0265736
0.01 0.59 0.0862745 0.0191708
0.01 0.61 0.16087 0.0284947
0.01 0.63 0.123457 0.0238909
0.01 0.65 0.143426 0.0255612
0.01 0.67 0.150862 0.0273563
0.01 0.69 0.104348 0.0223836
0.01 0.71 0.126984 0.0238305
0.01 0.73 0.126984 0.0238305
0.01 0.75 0.0810811 0.0198707
0.01 0.77 0.138528 0.0261297
0.01 0.79 0.13278 0.0249822
0.01 0.81 0.103448 0.0221816
0.01 0.83 0.11157 0.0226378
0.01 0.85 0.143426 0.0255612
0.01 0.87 0.105058 0.021254
0.01 0.89 0.0857143 0.0194895
0.01 0.91 0.129167 0.0246518
0.01 0.93 0.11336 0.0226048
0.01 0.95 0.0981132 0.0201634
0.01 0.97 0.110656 0.022443
0.01 0.99 0.092437 0.0205984
0.01 1.01 0.113445 0.0230377
0.01 1.03 0.119816 0.0248657
0.01 1.05 0.100775 0.0207356
0.01 1.07 0.0823045 0.0191462
0.01 1.09 0.0798319 0.0190317
0.01 1.11 0.103306 0.0217021
0.03 -0.97 0.141304 0.0241726
0.03 -0.95 0.151515 0.0257076
0.03 -0.93 0.143939 0.0249741
0.03 -0.91 0.0652174 0.0173795
0.03 -0.89 0.13308 0.0239447
0.03 -0.87 0.142857 0.0251071
0.03 -0.85 0.13834 0.0249488
0.03 -0.83 0.128 0.024032
0.03 -0.81 0.151515 0.0257076
0.03 -0.79 0.169884 0.0277012
0.03 -0.77 0.126582 0.0245298
0.03 -0.75 0.129151 0.0231975
0.03 -0.73 0.186722 0.0303224
0.03 -0.71 0.111524 0.0214668
0.03 -0.69 0.116981 0.0222054
0.03 -0.67 0.15261 0.0265787
0.03 -0.65 0.150685 0.0281379
0.03 -0.63 0.135135 0.0243365
0.03 -0.61 0.148936 0.0269845
0.03 -0.59 0.137255 0.0247413
0.03 -0.57 0.139918 0.0256195
0.03 -0.55 0.145669 0.0256328
0.03 -0.53 0.188341 0.0316804
0.03 -0.51 0.117188 0.0226143
0.03 -0.49 0.150215 0.0272312
0.03 -0.47 0.166023 0.0273393
0.03 -0.45 0.128 0.024032
0.03 -0.43 0.139344 0.025508
0.03 -0.41 0.150198 0.0261311
0.03 -0.39 0.14717 0.0252406
0.03 -0.37 0.174797 0.0288922
0.03 -0.35 0.192661 0.0324658
0.03 -0.33 0.170854 0.0317057
0.03 -0.31 0.181818 0.0297979
0.03 -0.29 0.118367 0.0232448
0.03 -0.27 0.152542 0.027294
0.03 -0.25 0.135802 0.0251943
0.03 -0.23 0.133065 0.0246566
0.03 -0.21 0.153527 0.027108
0.03 -0.19 0.120482 0.0232843
0.03 -0.17 0.11985 0.0224204
0.03 -0.15 0.14876 0.0265736
0.03 -0.13 0.0965251 0.0202153
0.03 -0.11 0.117438 0.0216104
0.03 -0.09 0.100806 0.0211531
0.03 -0.07 0.123552 0.0231511
0.03 -0.05 0.0984252 0.0206311
0.03 -0.03 0.182186 0.0295292
0.03 -0.01 0.121673 0.0227799
0.03 0.01 0.150376 0.0255016
0.03 0.03 0.114504 0.0220699
0.03 0.05 0.141129 0.025483
0.03 0.07 0.154167 0.0272285
0.03 0.09 0.132404 0.0228565
0.03 0.11 0.110701 0.0213005
0.03 0.13 0.139831 0.0259875
0.03 0.15 0.113281 0.0221953
0.03 0.17 0.142322 0.024676
0.03 0.19 0.106299 0.0215171
0.03 0.21 0.132159 0.0256737
0.03 0.23 0.149425 0.0256526
0.03 0.25 0.16318 0.0281811
0.03 0.27 0.116 0.0227557
0.03 0.29 0.113537 0.0234965
0.03 0.31 0.141732 0.0252406
0.03 0.33 0.151515 0.0274825
0.03 0.35 0.166667 0.0281145
0.03 0.37 0.136882 0.024325
0.03 0.39 0.120155 0.0228402
0.03 0.41 0.191489 0.031159
0.03 0.43 0.131687 0.0247646
0.03 0.45 0.170213 0.0291135
0.03 0.47 0.159363 0.027131
0.03 0.49 0.144 0.0256699
0.03 0.51 0.125523 0.0243131
0.03 0.53 0.1 0.0201843
0.03 0.55 0.172269 0.0291292
0.03 0.57 0.133333 0.0250924
0.03 0.59 0.143396 0.0248739
0.03 0.61 0.0586081 0.0150753
0.03 0.63 0.182648 0.0314061
0.03 0.65 0.121951 0.0235837
0.03 0.67 0.110266 0.0215753
0.03 0.69 0.135458 0.0247543
0.03 0.71 0.109756 0.0222516
0.03 0.73 0.117647 0.0227077
0.03 0.75 0.0775194 0.0179932
0.03 0.77 0.137168 0.0262715
0.03 0.79 0.164444 0.0291728
0.03 0.81 0.121569 0.0231235
0.03 0.83 0.101504 0.0205019
0.03 0.85 0.123288 0.0251468
0.03 0.87 0.0954198 0.0199737
0.03 0.89 0.123457 0.0238909
0.03 0.91 0.125 0.0242061
0.03 0.93 0.0864662 0.0187928
0.03 0.95 0.145161 0.0258901
0.03 0.97 0.133929 0.0260379
0.03 0.99 0.129771 0.0236556
0.03 1.01 0.0913043 0.020814
0.03 1.03 0.0981818 0.019801
0.03 1.05 0.120968 0.0233833
0.03 1.07 0.138393 0.0265203
0.03 1.09 0.0898438 0.0195572
0.03 1.11 0.11336 0.0226048
0.05 -0.97 0.113636 0.0218942
0.05 -0.95 0.132812 0.0242426
0.05 -0.93 0.170404 0.0299058
0.05 -0.91 0.157447 0.0278473
0.05 -0.89 0.139831 0.0259875
0.05 -0.87 0.129921 0.0240407
0.05 -0.85 0.127907 0.0236469
0.05 -0.83 0.123077 0.0230572
0.05 -0.81 0.134146 0.0248689
0.05 -0.79 0.157895 0.0262167
0.05 -0.77 0.139535 0.0248253
0.05 -0.75 0.160448 0.026358
0.05 -0.73 0.146552 0.0269121
0.05 -0.71 0.119691 0.0227473
0.05 -0.69 0.134387 0.0245471
0.05 -0.67 0.188034 0.0308976
0.05 -0.65 0.111969 0.0219253
0.05 -0.63 0.0813559 0.017269
0.05 -0.61 0.142308 0.0250046
0.05 -0.59 0.162791 0.0270867
0.05 -0.57 0.147826 0.0271612
0.05 -0.55 0.133603 0.0247623
0.05 -0.53 0.155039 0.0263456
0.05 -0.51 0.137931 0.0260103
0.05 -0.49 0.173077 0.0279445
0.05 -0.47 0.134146 0.0248689
